Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
au,forward head posture,posture,,,,,720,61,0.76,0.11,149000000,Informational,"Video, Image, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links","0.55,0.45,1.00,0.45,0.55,0.36,0.55,0.45,0.45,0.36,0.55,0.45",20,,
au,back posture corrector,posture,,,,,590,41,0.85,1.00,5200000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Video, Image","0.88,0.59,0.72,0.59,0.72,0.59,0.59,0.72,0.72,0.48,0.59,0.39",90,,
au,exercise and posture,posture,,,,,590,46,0.94,0.22,108000000,"Informational, Transactional","Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask","1.00,0.13,0.67,0.55,0.67,0.45,0.20,0.30,0.10,0.10,0.55,0.45",90,,
au,good posture,posture,,,,,590,69,2.25,0.10,328000000,Informational,"Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.55,0.45,0.45,0.36,0.45,0.45,0.45,0.45,0.45,0.45,0.30,0.45",75,,
au,chiropractor for posture,posture chiropractor,,,,,140,6,0.00,0.00,0,Commercial,"Local Pack, Video, Related Searches, Discussions And Forums","0.07,0.05,0.05,0.05,0.17,0.12,1.00,1.00,0.66,0.23,0.43,0.43",90,,
au,posture chiropractor,posture chiropractor,,,,,90,0,0.00,0.00,,,,"0.07,0.03,0.07,0.03,0.03,0.03,0.80,1.00,0.53,0.34,0.42,0.42",,,
au,posture correction chiropractor,posture chiropractor,,,,,70,0,0.00,0.00,,,,"0.00,0.04,0.04,0.04,0.04,0.04,0.66,0.66,0.42,0.52,1.00,1.00",,,
au,chiropractor for poor posture,posture chiropractor,,,,,50,0,0.00,0.00,,,,"0.00,0.05,0.00,0.00,0.00,0.00,0.82,1.00,0.52,0.23,0.11,0.52",,,
au,chiropractor posture,posture chiropractor,,,,,50,0,0.00,0.00,,,,"0.05,0.05,0.05,0.05,0.05,0.05,0.41,0.41,0.52,0.52,0.82,1.00",,,
au,chiropractor posture correction,posture chiropractor,,,,,50,0,0.00,0.00,,,,"0.09,0.09,0.09,0.09,0.09,0.09,0.63,0.63,0.63,0.81,1.00,0.81",,,
au,posture chiropractor near me,posture chiropractor,,,,,50,0,0.00,0.39,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.50,0.50,0.35,0.50,1.00,1.00",,,
au,can chiropractors fix posture,posture chiropractor,,,,,40,0,1.56,0.08,1130000,Informational,"Discussions And Forums, AI Overview, Image Pack, Video, Image, Related Searches","0.63,0.45,0.63,0.45,0.45,0.27,0.45,0.45,0.18,0.18,0.18,0.18",,,
au,chiropractor for posture correction,posture chiropractor,,,,,40,0,0.00,0.00,,,,"0.00,0.11,0.11,0.00,0.00,0.00,0.77,1.00,0.77,0.44,1.00,1.00",,,
au,can chiropractor fix posture,posture chiropractor,,,,,20,0,0.00,0.00,,,,"0.36,0.45,0.18,0.09,0.09,0.00,0.09,0.09,0.00,0.09,0.18,0.09",,,
au,can a chiropractor fix posture,posture chiropractor,,,,,20,0,0.00,0.00,,,,"0.71,0.42,0.14,0.14,0.14,0.14,0.28,0.14,0.00,0.14,0.14,0.14",,,
au,can chiropractors improve posture,posture chiropractor,,,,,20,0,0.00,0.00,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.00,0.66,0.66,0.00,0.00",,,
au,sports chiropractor,sports chiropractor,,,,,590,27,0.00,0.00,0,Commercial,"Related Searches, Local Pack, Video, Image","0.03,1.00,0.02,0.03,0.03,0.03,0.16,0.16,0.10,0.07,0.08,0.08",75,,
au,sports chiropractor near me,sports chiropractor,,,,,480,23,2.66,0.51,24500000,Transactional,"People Also Ask, Related Searches, Local Pack, Video, Image","0.67,1.00,0.67,0.36,0.23,0.15,0.54,0.54,0.44,0.54,0.54,0.54",90,,
au,sports injury chiropractor near me,sports chiropractor,,,,,140,42,0.00,0.33,12500000,Transactional,"Local Pack, Video, Image, People Also Ask, Related Searches, AI Overview","0.52,0.23,0.52,0.52,0.52,0.42,0.80,1.00,0.52,0.80,1.00,0.66",90,,
au,sport chiropractor,sports chiropractor,,,,,50,16,0.00,0.00,0,Commercial,"Local Pack, Video, Image, Related Searches","0.23,0.19,0.23,0.19,0.19,0.19,0.52,0.52,0.23,0.23,0.23,0.42",75,,
au,sports injury chiropractor,sports chiropractor,,,,,70,0,0.00,0.00,,,,"0.35,0.21,0.35,0.35,0.28,0.28,0.50,0.78,0.50,0.64,1.00,0.78",,,
au,sports and exercise chiropractor,sports chiropractor,,,,,30,0,0.00,0.00,,,,"0.42,0.57,0.57,1.00,0.71,0.42,0.00,0.00",,,
au,sports chiropractor gold coast,sports chiropractor,,,,,30,0,0.00,0.00,,,,"0.00,0.09,0.09,0.09,0.00,0.00,0.36,0.36,0.27,0.27,0.81,1.00",,,
au,best sports chiropractors near me,sports chiropractor,,,,,20,0,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00",,,
au,chiropractors for sport injuries,sports chiropractor,,,,,20,0,0.00,0.00,,,,"1.00,1.00,0.33,0.33,0.33,0.33",,,
au,best chiropractor near me,best chiropractor near me,,,,,720,7,2.50,0.69,29700000,Transactional,"Local Pack, Video, People Also Ask, Related Searches, Discussions And Forums","0.55,0.36,0.76,0.36,0.36,0.45,0.67,0.67,1.00,0.55,0.45,0.45",90,,
au,chiropractor near me best,best chiropractor near me,,,,,720,17,2.25,0.58,27500000,Transactional,"People Also Ask, Related Searches, Local Pack, Video","0.00,0.81,1.00,0.62,0.36,0.36,0.05,0.24,1.00,0.30,0.30,0.24",90,,
au,chiropractor best near me,best chiropractor near me,,,,,70,0,0.00,0.00,,,,"0.00,0.00,0.01,0.00,0.01,0.01,0.18,0.18,0.18,0.23,0.23,0.23",,,
au,best tmj chiropractor near me,best chiropractor near me,,,,,30,0,0.00,0.00,,,,"0.00,0.00,0.40,0.40,0.40,0.00,0.60,0.80,0.80,1.00,1.00,1.00",,,
au,best back chiropractor near me,best chiropractor near me,,,,,20,0,0.00,0.00,,,,"0.66,0.66,0.66,0.66,0.00,0.66,0.66,0.66,0.66,0.66,0.00,0.00",,,
au,best chiropractor for tmj near me,best chiropractor near me,,,,,20,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.80,0.80,1.00,1.00,1.00",,,
au,best chiropractor near me for back pain,best chiropractor near me,,,,,20,0,2.75,0.82,,,,"0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00",,,
au,best neck chiropractor near me,best chiropractor near me,,,,,20,0,0.00,0.00,,,,"0.11,0.11,0.11,0.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.00",,,
au,best rated chiropractor near me,best chiropractor near me,,,,,20,0,3.00,0.89,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,1.00,0.66,0.66,0.66",,,
au,best reviewed chiropractor near me,best chiropractor near me,,,,,20,0,0.00,0.86,,,,"0.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.14,0.28,0.28",,,
au,best upper cervical chiropractor near me,best chiropractor near me,,,,,20,0,1.31,0.37,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
au,the best chiropractor near me,best chiropractor near me,,,,,20,0,3.72,0.53,,,,"0.28,0.28,0.28,0.28,0.28,0.28,0.42,0.28,0.42,0.28,0.28,0.28",,,
au,who is the best chiropractor near me,best chiropractor near me,,,,,20,0,0.00,0.95,,,,"0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07",,,
au,best affordable chiropractor near me,best chiropractor near me,,,,,10,0,0.00,0.00,,,,"0.66,0.00,0.66,0.00,0.00,0.00,0.00,0.66,0.66,0.33,0.66,0.33",,,
au,best cheap chiropractor near me,best chiropractor near me,,,,,10,0,0.00,0.71,,,,"0.00,0.66,0.00,0.66,0.66,0.00,0.00,0.66,0.00,0.66,0.66,0.66",,,
au,best chiropractor for sciatica near me,best chiropractor near me,,,,,10,0,0.00,0.00,,,,"0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,1.00",,,
au,best chiropractor near me for neck pain,best chiropractor near me,,,,,10,0,0.00,0.18,,,,"0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00",,,
au,best chiropractor near me for sciatica,best chiropractor near me,,,,,10,0,0.00,0.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00",,,
au,best chiropractor near me open now,best chiropractor near me,,,,,10,0,0.00,0.00,,,,"1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00",,,
au,best chiropractor near me prices,best chiropractor near me,,,,,10,0,0.00,0.00,,,,"0.00,0.66,0.66,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,best chiropractors near me,best chiropractor near me,,,,,10,0,0.00,0.00,,,,"0.00,0.02,0.02,0.02,0.02,0.00,0.10,0.10,0.05,0.02,0.02,0.02",,,
au,best spine chiropractor near me,best chiropractor near me,,,,,10,0,0.00,0.00,,,,"0.50,0.00,1.00,0.00,0.50,0.00,0.00,0.00,0.50,0.50,0.00,0.00",,,
au,chiropractor near me best reviews,best chiropractor near me,,,,,10,0,0.00,0.64,,,,"0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00",,,
au,what is the best chiropractor near me,best chiropractor near me,,,,,10,0,0.00,1.00,,,,"1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50,1.00,1.00",,,
au,who's the best chiropractor near me,best chiropractor near me,,,,,10,0,0.00,0.95,,,,"0.00,0.00,0.00,1.00",,,
au,10 best chiropractors near me,best chiropractor near me,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,best child chiropractor near me,best chiropractor near me,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,best chiropractor for frozen shoulder near me,best chiropractor near me,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,best chiropractor for herniated disc near me,best chiropractor near me,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,best chiropractor for hip pain near me,best chiropractor near me,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,best chiropractor for kids near me,best chiropractor near me,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,hip pain,hip pain,,,,,4400,68,0.00,0.00,147,Informational,"Video Carousel, Related Searches, AI Overview, Image Pack, Video, Image","0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.54,0.54,0.54",75,,
au,pain inside the hip,hip pain,,,,,3600,54,0.29,0.16,145,Informational,"Related Searches, AI Overview, Image Pack, Video, Image, Video Carousel","0.81,0.35,0.81,1.00,0.81,0.66,0.02,0.44,0.81,0.66,0.44,0.66",90,,
au,hip flexor pain,hip pain,,,,,1900,27,0.33,0.06,7520000,Informational,"Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image","1.00,0.65,0.65,0.65,0.65,0.65,0.82,0.82,0.65,0.65,0.55,0.55",90,,
au,causes of pain in hip joints,hip pain,,,,,1600,45,0.14,0.11,37700000,Informational,"People Also Ask, Related Searches, AI Overview, Video, Image","1.00,1.00,1.00,1.00,1.00,0.81,1.00,1.00,1.00,1.00,0.81,0.81",90,,
au,hips are painful,hip pain,,,,,1600,61,0.00,0.00,264000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, See Results About, AI Overview","0.00,0.00,0.00,0.00,1.00,0.81,0.03,0.54,1.00,0.81,0.00,0.00",90,,
au,hip in pain,hip pain,,,,,1300,52,0.00,0.00,689000000,Informational,"Related Searches, See Results About, AI Overview, Video, Image, Video Carousel","0.36,0.81,0.81,0.81,1.00,1.00,0.55,0.45,0.55,1.00,0.62,0.55",90,,
au,hip pain causes,hip pain,,,,,1300,64,0.00,0.00,1050000000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","1.00,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.62",90,,
au,pain at hip,hip pain,,,,,1300,66,0.00,0.00,942000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, See Results About, AI Overview, Image Pack","0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.81,0.66,0.00,0.00",90,,
au,painful hip joints,hip pain,,,,,880,0,0.31,0.15,565000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.27,0.13,0.20,0.00,0.00,1.00,0.03,0.66,0.08,0.04,0.05,0.07",,,
au,pain in left hip area female,hip pain,,,,,880,53,0.31,0.02,0,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","1.00,0.88,1.00,0.88,0.88,0.72,0.88,0.88,0.72,0.72,0.59,0.48",90,,
au,pain in hip back,hip pain,,,,,1000,29,0.57,0.15,968000000,Informational,"Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links","0.08,0.13,1.00,0.80,0.52,0.44,0.03,0.16,0.13,0.10,0.10,0.16",20,,
au,pain in hip,hip pain,,,,,1000,69,0.00,0.00,1220000000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, See Results About, AI Overview","0.41,0.41,0.41,0.54,0.36,0.36,0.54,0.54,0.36,0.41,0.10,0.08",90,,
au,hip joint pain,hip pain,,,,,1000,63,0.00,0.00,1010000000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","1.00,0.62,0.45,0.24,0.55,0.55,0.62,0.55,1.00,0.81,0.62,0.62",90,,
au,what can cause hip pain in a woman,hip pain,,,,,880,58,0.00,0.00,468000000,Informational,"Video, Image, People Also Ask, Related Searches, AI Overview, Site Links","1.00,0.88,1.00,1.00,0.88,0.88,0.88,0.72,0.72,0.48,0.59,0.59",20,,
au,hip pain pregnancy,hip pain,,,,,720,25,0.00,0.00,161000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Video, Image, Video Carousel, People Also Ask","0.36,0.62,0.30,0.62,0.81,0.24,0.62,0.55,0.20,0.20,0.20,0.20",90,,
au,pain in lower right abdomen near hip bone female,hip pain,,,,,720,39,0.00,0.00,127,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video","1.00,0.72,0.72,0.72,0.72,0.59,0.59,0.72,0.72,0.59,0.72,0.59",20,,
au,pain in right hip area female,hip pain,,,,,720,63,0.00,0.00,309000000,Informational,"AI Overview, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.81,0.67,0.81,0.67,0.81,0.81,0.81,0.81,0.67,0.67,0.67,0.67",90,,
au,hip pain at night,hip pain,,,,,590,45,0.00,0.00,368000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.54,0.54,0.54,0.67,0.54,0.67,0.81,0.81,0.67,0.54,0.44,0.54",90,,
au,hip pain after running,hip pain,,,,,590,12,0.00,0.00,371000000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel","1.00,1.00,1.00,1.00,0.88,0.14,1.00,0.14,0.88,0.14,0.17,0.14",90,,
au,back pain and hip,hip pain,,,,,590,27,0.57,0.15,1060000000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image","0.00,0.00,0.00,0.00,0.00,0.13,0.07,0.68,1.00,1.00,0.84,1.00",90,,
au,pain on hips during pregnancy,hip pain,,,,,590,35,0.00,0.00,366000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image, People Also Ask","0.52,0.08,0.46,0.52,0.52,0.37,0.00,1.00,0.05,0.01,0.00,0.00",20,,
au,painful hip,hip pain,,,,,590,52,0.00,0.00,1310000000,Informational,"Related Searches, See Results About, Discussions And Forums, AI Overview, Image Pack, Video Carousel, Video, Image, People Also Ask","0.48,0.59,0.72,0.59,1.00,0.59,0.72,0.48,0.48,0.72,0.59,0.59",75,,
au,painful hips during pregnancy,hip pain,,,,,590,46,0.00,0.00,117000000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.52,0.08,0.46,0.52,0.52,0.37,0.00,1.00,0.05,0.01,0.00,0.31",20,,
au,pains in hips during pregnancy,hip pain,,,,,590,35,0.00,0.00,9280000,Informational,"Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.52,0.08,0.46,0.52,0.52,0.37,0.00,1.00,0.05,0.01,0.00,0.00",20,,
au,aching pain in right hip,hip pain,,,,,480,52,0.18,0.05,27200000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video, Image","0.81,0.54,0.44,1.00,0.81,0.66,0.12,0.36,0.81,0.66,0.66,0.54",90,,
au,aching pain in left hip,hip pain,,,,,480,64,0.06,0.04,111000000,Informational,"AI Overview, Video, Image, Video Carousel, Related Searches, Discussions And Forums","0.81,0.54,0.44,1.00,0.81,0.81,0.19,0.54,0.81,0.66,0.66,0.81",90,,
au,hip back pain,hip pain,,,,,480,29,0.57,0.15,663000000,Informational,"Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","1.00,0.41,0.02,0.02,0.01,0.01,0.02,0.10,0.13,0.13,0.30,0.24",90,,
au,hip pain in pregnant women,hip pain,,,,,480,35,0.00,0.00,172000000,Informational,"Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","1.00,0.17,0.88,1.00,1.00,0.72,0.01,0.01,0.01,0.00,0.00,0.59",20,,
au,hip stretches for pain,hip pain,,,,,480,42,0.63,0.15,69100000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","1.00,0.67,0.54,0.54,0.54,0.29,0.54,0.29,0.67,0.67,0.67,0.54",90,,
au,hips painful,hip pain,,,,,480,0,0.00,0.00,215000000,Informational,"Image Pack, Video, People Also Ask, See Results About, Discussions And Forums, AI Overview, Image, Video Carousel, Related Searches","0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
au,left hip pain,hip pain,,,,,480,53,0.18,0.04,492000000,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.54,0.44,0.44,0.81,0.36,0.54,0.44,1.00,0.36,0.29,0.23,0.36",90,,
au,pain in lower left abdomen near hip bone female,hip pain,,,,,480,53,0.00,0.01,63600000,Informational,"Discussions And Forums, AI Overview, Image Pack, Image, People Also Ask, Related Searches","0.67,0.67,0.81,0.54,0.54,0.54,0.54,0.54,0.54,0.36,0.36,0.23",90,,
au,pain left hip joint,hip pain,,,,,480,50,0.18,0.04,441000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Video, Image, Video Carousel, People Also Ask","0.81,0.54,0.44,1.00,0.81,0.81,0.19,0.54,0.81,0.66,0.66,0.81",90,,
au,painful hips while pregnant,hip pain,,,,,480,46,0.72,0.01,10600000,Informational,"Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video","1.00,0.17,0.88,1.00,1.00,0.72,0.00,0.01,0.00,0.00,0.00,0.59",90,,
au,hip muscle pain,hip pain,,,,,390,41,0.39,0.07,700000000,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Video, Image","0.54,0.54,0.66,0.44,0.54,0.81,0.81,0.81,0.81,0.81,0.66,0.66",90,,
au,hip pain caused,hip pain,,,,,390,53,0.14,0.11,541000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.00,0.00,0.00,0.00,0.01,0.00,0.05,0.00,1.00,1.00,0.81,0.81",90,,
au,where is hip flexor pain felt,hip pain,,,,,480,27,0.00,0.01,2890000,Informational,"Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.81,0.66,1.00,0.81,1.00,0.81,1.00,1.00,1.00,1.00,0.66,0.66",90,,
au,walking pain hip,hip pain,,,,,480,28,0.23,0.11,156,Informational,"Related Searches, Discussions And Forums, AI Overview, Video, Image, Video Carousel, People Also Ask","1.00,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.44",90,,
au,sudden hip pain without injury,hip pain,,,,,480,50,0.00,0.00,535000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","1.00,0.81,0.81,0.81,0.81,0.66,0.66,0.19,0.04,0.12,0.29,0.44",90,,
au,pregnancy and hip joint pain,hip pain,,,,,480,0,0.00,0.02,142,Informational,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video","1.00,0.17,0.88,1.00,1.00,0.72,0.01,0.01,0.01,0.00,0.00,0.59",,,
au,painful hips at night,hip pain,,,,,390,51,0.21,0.10,108000000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video","0.81,0.44,0.01,0.05,1.00,0.01,0.15,0.67,1.00,0.54,0.54,0.67",90,,
au,pain inside hip,hip pain,,,,,390,43,0.28,0.09,334000000,Informational,"Image, Video Carousel, Related Searches, AI Overview, Image Pack, Video","0.05,0.03,1.00,0.01,1.00,0.01,0.04,0.67,1.00,1.00,0.81,0.67",90,,
au,pain in lower back and hips female,hip pain,,,,,390,49,0.00,0.00,204000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask","0.81,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.54,0.54,0.54,0.44",90,,
au,lower back pain and hip,hip pain,,,,,390,28,0.00,0.00,793000000,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack","0.10,0.03,1.00,0.36,0.36,0.03,0.10,1.00,0.00,0.00,0.00,0.00",20,,
au,lower back and hip pain,hip pain,,,,,390,21,0.00,0.00,763000000,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.20,0.16,0.16,0.16,0.16,0.16,0.25,0.20,0.20,0.20,0.16,0.16",90,,
au,right hip pain,hip pain,,,,,390,50,0.00,0.00,1130000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.54,0.54,0.54,0.54,0.35",90,,
au,stretches for hip pain,hip pain,,,,,390,37,0.00,0.00,0,Informational,"AI Overview, Video, Image, Video Carousel, Related Searches","0.32,0.26,1.00,1.00,0.88,0.17,0.21,0.21,0.21,0.17,0.14,0.14",90,,
au,aching pain in hip,hip pain,,,,,320,48,0.34,0.21,26700000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel","1.00,0.36,0.36,0.29,0.36,0.15,0.01,0.19,0.66,0.44,0.44,0.29",90,,
au,hip pain when walking,hip pain,,,,,320,32,0.00,0.00,151000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Video, Image, Video Carousel, People Also Ask","0.44,0.36,0.36,0.36,0.44,0.44,0.44,0.44,0.36,0.36,0.23,0.15",90,,
au,joint pain hip,hip pain,,,,,320,56,0.00,0.00,639000000,Informational,"Image, Video Carousel, Related Searches, AI Overview, Image Pack, Video","0.00,0.00,0.03,0.00,0.00,1.00,0.20,0.76,0.00,0.00,1.00,0.00",90,,
au,pain in hip joint,hip pain,,,,,320,61,0.00,0.00,777000000,Informational,"Related Searches, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask","0.08,0.76,0.06,0.08,0.67,0.16,0.76,0.16,0.20,0.20,0.16,0.10",90,,
au,painful hips and lower back,hip pain,,,,,320,40,0.00,0.00,50100000,Informational,"Related Searches, Discussions And Forums, Site Links, Image, Video Carousel, People Also Ask, AI Overview, Image Pack, Video","0.10,0.03,1.00,0.36,0.36,0.24,0.24,0.13,0.03,0.02,0.03,0.06",20,,
au,where is hip arthritis pain felt,hip pain,,,,,320,28,0.00,0.00,14800000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image","1.00,0.81,0.81,0.66,0.66,0.66,0.81,0.66,0.66,0.35,0.29,0.14",90,,
au,aching pain in hips and legs,hip pain,,,,,260,60,0.27,0.11,6540000,"Informational, Commercial","Site Links, Video, Featured Snippet, Image, People Also Ask, Related Searches, Discussions And Forums","1.00,0.82,0.66,0.43,0.66,0.66,0.53,0.53,0.35,0.43,0.43,0.53",20,,
au,causes of hips pain,hip pain,,,,,260,55,0.14,0.11,167000000,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Video, Image","0.04,0.02,0.00,0.00,1.00,0.05,0.07,0.16,0.11,0.11,0.07,0.07",90,,
au,cortisone shot for hip bursitis very painful,hip pain,,,,,260,24,0.00,0.00,336000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.82,0.82,0.82,0.66,0.66,0.66,0.66,0.66,0.66,0.53,0.43,0.43",20,,
au,hip joint pain cause,hip pain,,,,,260,57,0.00,0.00,613000000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, Related Searches","1.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",90,,
au,hip pain during sleep,hip pain,,,,,260,17,0.19,0.19,96600000,Informational,"AI Overview, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.82,1.00,0.53,1.00,0.82,0.53,0.53,0.66,0.23,0.35,0.82,0.82",90,,
au,hip pain on one side,hip pain,,,,,260,50,0.00,0.00,934000000,Informational,"Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.54,0.44,0.54,0.44,0.44,0.35,0.44,0.44,0.44,0.44,0.44,0.35",90,,
au,hip to groin pain,hip pain,,,,,260,47,0.36,0.04,0,Informational,"Image, Video Carousel, Related Searches, AI Overview, Image Pack, Site Links, Video","0.35,0.66,0.35,0.66,0.44,0.44,0.35,0.35,0.44,0.35,0.28,0.35",20,,
au,pain in hip leg,hip pain,,,,,260,47,0.27,0.11,715000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask","1.00,0.81,0.43,0.54,0.66,0.54,0.43,0.54,0.54,0.54,0.43,0.66",90,,
au,pain in one hip,hip pain,,,,,260,60,0.18,0.04,1040000000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.82,0.43,0.66,0.53,0.66,0.66,0.35,0.82,0.82,0.82,0.43,0.66",90,,
au,pain in hip joint treatment,hip pain,,,,,260,56,1.00,0.81,0,Informational,"Video Carousel, Related Searches, AI Overview, Video, Image","0.66,0.43,0.53,0.53,0.53,0.53,0.43,0.53,0.53,1.00,1.00,0.35",90,,
